"address","city","country_code","domain","fid","kgmid","latitude","longitude","neighborhood","phone","phone_unformatted","place_id","popular_times_weekly/0/close","popular_times_weekly/0/day","popular_times_weekly/0/open","popular_times_weekly/1/close","popular_times_weekly/1/day","popular_times_weekly/1/open","popular_times_weekly/2/close","popular_times_weekly/2/day","popular_times_weekly/2/open","popular_times_weekly/3/close","popular_times_weekly/3/day","popular_times_weekly/3/open","popular_times_weekly/4/close","popular_times_weekly/4/day","popular_times_weekly/4/open","popular_times_weekly/5/close","popular_times_weekly/5/day","popular_times_weekly/5/open","popular_times_weekly/6/close","popular_times_weekly/6/day","popular_times_weekly/6/open","popular_times_weekly/7/close","popular_times_weekly/7/day","popular_times_weekly/7/open","postal_code","reviews_count","state","street","title","total_score","website"
"Estestil Güzellik - Zeytinburnu Güzellik Merkezi, Gökalp, PROF.DR. MUAMMER AKSOY CAD NO:27, 34020 Zeytinburnu/İstanbul, Türkiye","Zeytinburnu","TR",,"0x14cabbd5c3f35eed:0x74f046e77360859f","/g/11y287qk4c","40.9944184","28.9099782","PROF.DR. MUAMMER AKSOY CAD NO:27","+905456461415","0545 646 14 15","ChIJ7V7zw9W7yhQRn4Vgc-dG8HQ","7pm","Saturday","9am","7pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34020",,"İstanbul","PROF.DR. MUAMMER AKSOY CAD NO:27","Estestil Güzellik - Zeytinburnu Güzellik Merkezi",,
"Lilys Beauty Studio Bostancı Kadıköy | Bölgesel Zayıflama | Cilt Bakımı | Lazer Epilasyon, Şen Apt, Bostancı, Tayyareci Resmi Sok. No:24, 34744 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7935c72a11f:0x4fa77f92ff460ed3","/g/11tcp_4f3n","40.9555848","29.0948533","Şen Apt, Tayyareci Resmi Sok. No:24","+905309934413","0530 993 44 13","ChIJH6FyXJPHyhQR0w5G_5J_p08","6:30pm","Saturday","10am","6:30pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34744",,"İstanbul","Şen Apt, Tayyareci Resmi Sok. No:24","Lilys Beauty Studio Bostancı Kadıköy | Bölgesel Zayıflama | Cilt Bakımı | Lazer Epilasyon",,
"Starlife Beauty - Şirinevler Güzellik Merkezi, Hayat iş merkezi, Şirinevler, Adnan Kahveci Blv. No:224 Kat:2 Daire:7, 34188 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa33eb170633b:0xcb5735436f8d0fac","/g/11y_qvdthj","40.9921709","28.8463694","Hayat iş merkezi, Adnan Kahveci Blv. No:224 Kat:2 Daire:7","+905445428342","0544 542 83 42","ChIJO2NwsT6jyhQRrA-Nb0M1V8s","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am","8pm","Sunday","9am","8pm","Saturday","9am","34188","30","İstanbul","Hayat iş merkezi, Adnan Kahveci Blv. No:224 Kat:2 Daire:7","Starlife Beauty - Şirinevler Güzellik Merkezi","5",
"ZEYNEP BAĞLASAN GÜZELLİK SALONU, Zafer, Beydağı Sk. 5B, 34194 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa342b4331ff3:0xb2b8467d6ad0c087","/g/11l1mn7bb6","40.9951434","28.8354014","Beydağı Sk. 5B","+905421922822","0542 192 28 22","ChIJ8x8ztEKjyhQRh8DQan1GuLI","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34194","140","İstanbul","Beydağı Sk. 5B","ZEYNEP BAĞLASAN GÜZELLİK SALONU","4.9",
"She-Ra Beauty - Kadın Güzellik Merkezi, Sarıkaya Apt, Şirinevler, Mahmutbey Cd. No:74, 34188 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa4a6b0bb0151:0xe67c94ea8c7505d5","/g/11w3rrx5k9","40.9981576","28.8428693","Sarıkaya Apt, Mahmutbey Cd. No:74","+902125517433","(0212) 551 74 33","ChIJUQG7sKakyhQR1QV1jOqUfOY","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am",,"Wednesday",,"7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am","34188","78","İstanbul","Sarıkaya Apt, Mahmutbey Cd. No:74","She-Ra Beauty - Kadın Güzellik Merkezi","5",
"Lena Güzellik Salonu Ve Kuaför, Gökalp, 54/4. Sk. 22B, 34020 Zeytinburnu/İstanbul, Türkiye","Zeytinburnu","TR",,"0x14cabb004d3cb663:0x2894657c0baa9ab6","/g/11ydqhywt0","40.9936351","28.9035017","54/4. Sk. 22B","+905462987300","0546 298 73 00","ChIJY7Y8TQC7yhQRtpqqC3xllCg","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am",,"Monday",,"8pm","Sunday","9am","8pm","Saturday","9am","34020","103","İstanbul","54/4. Sk. 22B","Lena Güzellik Salonu Ve Kuaför","4.9",
"Mirella Estetik ve Güzellik Merkezi, Şirinevler, Hastane Cd No:30A, 34188 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa5497553c0f9:0xea35f1aa14161381","/g/11t9_xvm88","41.0057293","28.8459218","Hastane Cd No:30A","+905324497836","0532 449 78 36","ChIJ-cBTdUmlyhQRgRMWFKrxNeo","8pm","Saturday","9:30am","8pm","Friday","9:30am","8pm","Thursday","9:30am","8pm","Wednesday","9:30am","8pm","Tuesday","9:30am","8pm","Monday","9:30am","8pm","Sunday","9:30am","8pm","Saturday","9:30am","34188","40","İstanbul","Hastane Cd No:30A","Mirella Estetik ve Güzellik Merkezi","4.5",
"Zeynep Çopur Beauty, üzerinde ki Altınbaş Üni. Ve Starbucks, İncirli Cad 16 K 4 D9 İncirli cad yolu, Karşısı, 34145 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14cabdf18c4d26a3:0xbb675c62203b6dfe","/g/11smxr_5kf","40.9833695","28.8729286","üzerinde ki Altınbaş Üni. Ve Starbucks, İncirli Cad 16 K 4 D9 İncirli cad yolu, Karşısı","+905437608110","0543 760 81 10","ChIJoyZNjPG9yhQR_m07IGJcZ7s","8pm","Saturday","9:30am","8pm","Friday","9:30am","8pm","Thursday","9:30am","8pm","Wednesday","9:30am","8pm","Tuesday","9:30am","8pm","Monday","9:30am","8pm","Sunday","9:30am","8pm","Saturday","9:30am","34145","163","İstanbul","üzerinde ki Altınbaş Üni. Ve Starbucks, İncirli Cad 16 K 4 D9 İncirli cad yolu, Karşısı","Zeynep Çopur Beauty","4.7",
"Sibel İğci Estetik ve Güzellik Merkezi Ataköy Şube, Ataköy Nef22, 7-8-910 Kısım Mah. D-100, Güney Sk. B Blok K:16 D:310, 34203 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14caa31463a9a2bd:0xfcd99a4096203217","/g/11w2995vjm","40.9918195","28.8351823","Ataköy Nef22, 7-8-910 Kısım Mah. D-100, Güney Sk. B Blok K:16 D:310","+905451280122","0545 128 01 22","ChIJvaKpYxSjyhQRFzIglkCa2fw","7:30pm","Saturday","9am","7:30pm","Friday","9am","7:30pm","Thursday","9am","7:30pm","Wednesday","9am","7:30pm","Tuesday","9am",,"Monday",,,"Sunday",,"7:30pm","Saturday","9am","34203","65","İstanbul","Ataköy Nef22, 7-8-910 Kısım Mah. D-100, Güney Sk. B Blok K:16 D:310","Sibel İğci Estetik ve Güzellik Merkezi Ataköy Şube","4.2",
"Roos Davin Güzellik Salonu, Atlas Apt, Merkez, Abide-i Hürriyet Cd, 34010 Şişli/İstanbul, Türkiye","Şişli","TR",,"0x14cab6d12ab23411:0xd3e6ec0ddc66848b","/g/11bc7ctk7z","41.0599249","28.9866811","Atlas Apt, Abide-i Hürriyet Cd","+902122960058","(0212) 296 00 58","ChIJETSyKtG2yhQRi4Rm3A3s5tM","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am",,"Sunday",,"7pm","Saturday","9am","34010","393","İstanbul","Atlas Apt, Abide-i Hürriyet Cd","Roos Davin Güzellik Salonu","4.7",
"Sevil Beauty, Prof, Göztepe, Fahrettin Kerim Gökay Cd Buharalı Ap No:238 Kat:2 Daire:5, 34730 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac73275558bdb:0x3790144cf833a3e4","/g/11vdtz072w","40.9809236","29.0708605","Prof, Fahrettin Kerim Gökay Cd Buharalı Ap No:238 Kat:2 Daire:5","+905427996121","0542 799 61 21","ChIJ24tVdTLHyhQR5KMz-EwUkDc","7pm","Saturday","9:30am","8:30pm","Friday","10am","7:30pm","Thursday","9:30am","8:30pm","Wednesday","10am","7:30pm","Tuesday","9:30am","8:30pm","Monday","10am",,"Sunday",,"7pm","Saturday","9:30am","34730","90","İstanbul","Prof, Fahrettin Kerim Gökay Cd Buharalı Ap No:238 Kat:2 Daire:5","Sevil Beauty","4.8",
"ASİA ÜSKÜDAR GÜZELLİK VE BAKIM, Sultantepe, Minyatür Sokağı No:1 D:A, 34674 Üsküdar/İstanbul, Türkiye","Üsküdar","TR",,"0x14cab71a7fc2a1a9:0x8bf29ed5a0ba0a7","/g/11wpl1m0jy","41.0258694","29.0202581","Minyatür Sokağı No:1 D:A","+905306262747","0530 626 27 47","ChIJqaHCfxq3yhQRp6ALWu0pvwg","7:30pm","Saturday","10am","7:30pm","Friday","10am","7:30pm","Thursday","10am","7:30pm","Wednesday","10am","7:30pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7:30pm","Saturday","10am","34674","145","İstanbul","Minyatür Sokağı No:1 D:A","ASİA ÜSKÜDAR GÜZELLİK VE BAKIM","4.5",
"Kadıköy Royal Güzellik Merkezi, Osmanağa, Gen. Asım Gündüz Caddesi No:44 Daire:8, 34714 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab9a7a4407bb1:0xdbf2a589578af0a9","/g/11r8xd8r1y","40.9885185","29.028568","Gen. Asım Gündüz Caddesi No:44 Daire:8","+905459013535","0545 901 35 35","ChIJsXtApKe5yhQRqfCKV4ml8ts","7:30pm","Saturday","10am","7:30pm","Friday","10am","7:30pm","Thursday","10am","7:30pm","Wednesday","10am","7:30pm","Tuesday","10am","7:30pm","Monday","10am",,"Sunday",,"7:30pm","Saturday","10am","34714","259","İstanbul","Gen. Asım Gündüz Caddesi No:44 Daire:8","Kadıköy Royal Güzellik Merkezi","4",
"Probeauty İstanbul Güzellik Salonu, Ali Nihat Tarlan Cad. No.81 Dedem Apt. Kat.1 No.4, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7815d855a6b:0x367d5b05f5a0ff9f","/g/11h8dts9k3","40.961274","29.102444","Ali Nihat Tarlan Cad. No.81 Dedem Apt. Kat.1 No.4","+905331654597","0533 165 45 97","ChIJa1qFXYHHyhQRn_-g9QVbfTY","5pm","Saturday","10am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am",,"Sunday",,"5pm","Saturday","10am","34728","89","İstanbul","Ali Nihat Tarlan Cad. No.81 Dedem Apt. Kat.1 No.4","Probeauty İstanbul Güzellik Salonu","5",
"Sevgi Kocatürk Beauty, Ihlamurdere caddesi, Türkali, Mısırlı Sk. No:14, 34357 Beşiktaş/İstanbul, Türkiye","Beşiktaş","TR",,"0x14cab743ac8fd3fb:0x38878ae4be46b99b","/g/11j0yk6fyc","41.0461189","29.0021656","Ihlamurdere caddesi, Mısırlı Sk. No:14",,,"ChIJ-9OPrEO3yhQRm7lGvuSKhzg","8:30pm","Saturday","10:30am","8:30pm","Friday","10:30am","8:30pm","Thursday","10:30am","8:30pm","Wednesday","10:30am","8:30pm","Tuesday","10:30am","8:30pm","Monday","10:30am","8:30pm","Sunday","12","8:30pm","Saturday","10:30am","34357","56","İstanbul","Ihlamurdere caddesi, Mısırlı Sk. No:14","Sevgi Kocatürk Beauty","4.6",
"Beyhan Korkmaz Beauty Güzellik salonu, Şirinevler Mahallesi Fevzi Çakmak Caddesi 2.Sokak Daloğlu İş Merkezi Kat:3 No:13, 34197 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa1124abd317f:0x567df9fb95b09d0d","/g/11sghhxgmx","40.9930507","28.8467428","Şirinevler Mahallesi Fevzi Çakmak Caddesi 2.Sokak Daloğlu İş Merkezi Kat:3 No:13","+905457868518","0545 786 85 18","ChIJfzG9ShKhyhQRDZ2wlfv5fVY","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am","8pm","Sunday","10am","8pm","Saturday","10am","34197","39","İstanbul","Şirinevler Mahallesi Fevzi Çakmak Caddesi 2.Sokak Daloğlu İş Merkezi Kat:3 No:13","Beyhan Korkmaz Beauty Güzellik salonu","4.9",
"Narin Alizade Güzellik Salonu ve Akademi, Sakızağacı, Kennedy Cad. 75a, 34142 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14cabd529a9041c5:0x3bc3bb18d4cfafa5","/g/11tsp3bwm8","40.9782457","28.8835161","Kennedy Cad. 75a","+905313908188","0531 390 81 88","ChIJxUGQmlK9yhQRpa_P1Bi7wzs","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am","7pm","Sunday","10am","7pm","Saturday","10am","34142","11","İstanbul","Kennedy Cad. 75a","Narin Alizade Güzellik Salonu ve Akademi","4.2",
"Neka & Güzellik Salonu, Zeytinlik, Fişekhane Cd. Ataköy Palas Apt. D:7, 34140 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14cabcafe7f6c2f1:0x7ff4a99064a38eab","/g/11dd_ss49g","40.9781983","28.8698926","Fişekhane Cd. Ataköy Palas Apt. D:7","+905334774036","0533 477 40 36","ChIJ8cL256-8yhQRq46jZJCp9H8","5pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am","7pm","Sunday","9am","5pm","Saturday","9am","34140","60","İstanbul","Fişekhane Cd. Ataköy Palas Apt. D:7","Neka & Güzellik Salonu","4.4",
"DFK GÜZELLİK MERKEZİ, Hürriyet, Güngören Sk. No:10 D:B, 34188 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa339d63c8d9f:0x95c7bad95fba8212","/g/11wnjn27jt","40.9936377","28.8418021","Güngören Sk. No:10 D:B","+905435273464","0543 527 34 64","ChIJn4081jmjyhQREoK6X9m6x5U","7:30pm","Saturday","10am","7:30pm","Friday","10am","7:30pm","Thursday","10am","7:30pm","Wednesday","10am","7:30pm","Tuesday","10am","7:30pm","Monday","10am",,"Sunday",,"7:30pm","Saturday","10am","34188","28","İstanbul","Güngören Sk. No:10 D:B","DFK GÜZELLİK MERKEZİ","4.9",
"Hatice'de Güzellik - Bakırköy Güzellik Salonu, Zeytinlik, ak Apartmanı, Fişekhane Cd. No:34 D:Kat 3 Daire 9, 34158 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14cabcae3da9fc17:0x339b95ac18025999","/g/11gfmckslr","40.9782972","28.8719066","Zeytinlik, ak Apartmanı, Fişekhane Cd. No:34 D:Kat 3 Daire 9","+905337319310","0533 731 93 10","ChIJF_ypPa68yhQRmVkCGKyVmzM","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34158","43","İstanbul","Zeytinlik, ak Apartmanı, Fişekhane Cd. No:34 D:Kat 3 Daire 9","Hatice'de Güzellik - Bakırköy Güzellik Salonu","4.3",
"Elya Guzellik, Şirinevler, Mareşal Fevzi Çakmak Cd. No:3, 34100 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa358b99d68f1:0x1e32652d05a3b7d4","/g/1hc3tz3gn","40.9925453","28.8454821","Mareşal Fevzi Çakmak Cd. No:3","+902125522224","(0212) 552 22 24","ChIJ8WiduVijyhQR1LejBS1lMh4","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am","8pm","Sunday","10am","8pm","Saturday","10am","34100","19","İstanbul","Mareşal Fevzi Çakmak Cd. No:3","Elya Guzellik","4.7",
"Nuray & Ruveyde Yurur Guzellik Salonu, Caferağa, Ressam Şeref Akdik Sokağı No:32 D:B, 34710 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab86125572619:0xd792d8bb8b33290e","/g/113jhp6fm","40.9851173","29.0262993","Ressam Şeref Akdik Sokağı No:32 D:B","+902163308543","(0216) 330 85 43","ChIJGSZXJWG4yhQRDikzi7vYktc","7:30pm","Saturday","8:30am","7:30pm","Friday","8:30am","7:30pm","Thursday","8:30am","7:30pm","Wednesday","8:30am","7:30pm","Tuesday","8:30am","7:30pm","Monday","8:30am",,"Sunday",,"7:30pm","Saturday","8:30am","34710","50","İstanbul","Ressam Şeref Akdik Sokağı No:32 D:B","Nuray & Ruveyde Yurur Guzellik Salonu","4.3",
"Beauty Room Tarabya – Cilt Bakımı, Lazer Epilasyon & Bölgesel Zayıflama | Sarıyer, Ferahevler, Adnan Kahveci Caddesi Artı Tarabya Sitesi Suşehirliler Sokak numara 2AB, 34457 Sarıyer/İstanbul, Türkiye","Sarıyer","TR",,"0x14cab50726a5b1bd:0xeae684291a392141","/g/11p6148lgl","41.1321714","29.0401992","Ferahevler, Adnan Kahveci Caddesi Artı Tarabya Sitesi Suşehirliler Sokak numara 2AB","+905304981723","0530 498 17 23","ChIJvbGlJge1yhQRQSE5GimE5uo","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am",,"Sunday",,"8pm","Saturday","9am","34457","132","İstanbul","Ferahevler, Adnan Kahveci Caddesi Artı Tarabya Sitesi Suşehirliler Sokak numara 2AB","Beauty Room Tarabya – Cilt Bakımı, Lazer Epilasyon & Bölgesel Zayıflama | Sarıyer","4.9",
"Hülya Yasan Güzellik Merkezi, Şirinevler Mahallesi Mareşal Fevzi Çakmak caddesi, Gediz Sk. No:5, 34188 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa38c125ed5fb:0xb2e9ef977bc81269","/g/11lchch48k","40.992699","28.8454445","Şirinevler Mahallesi Mareşal Fevzi Çakmak caddesi, Gediz Sk. No:5","+905333303183","0533 330 31 83","ChIJ-9VeEoyjyhQRaRLIe5fv6bI","8pm","Saturday","9am","8pm","Friday","9am","8pm","Thursday","9am",,"Wednesday",,"8pm","Tuesday","9am","8pm","Monday","9am","8pm","Sunday","9am","8pm","Saturday","9am","34188","55","İstanbul","Şirinevler Mahallesi Mareşal Fevzi Çakmak caddesi, Gediz Sk. No:5","Hülya Yasan Güzellik Merkezi","4.5",
"AS Beauty Ataşehir - Ataşehir Güzellik Merkezi, Karademir İş Merkezi, Küçükbakkalköy, Kayışdağı Cd. No:69/4 Kat:3 Daire:3, 34750 Ataşehir/İstanbul, Türkiye","Ataşehir","TR",,"0x14cac70a7057fb13:0x18c75256aa8fb4b8","/g/11wvnr5_qp","40.9791552","29.1127358","Karademir İş Merkezi, Kayışdağı Cd. No:69/4 Kat:3 Daire:3","+905308943732","0530 894 37 32","ChIJE_tXcArHyhQRuLSPqlZSxxg","7pm","Saturday","8:30am","7pm","Friday","8:30am","7pm","Thursday","8:30am","7pm","Wednesday","8:30am","7pm","Tuesday","8:30am","7pm","Monday","8:30am",,"Sunday",,"7pm","Saturday","8:30am","34750","25","İstanbul","Karademir İş Merkezi, Kayışdağı Cd. No:69/4 Kat:3 Daire:3","AS Beauty Ataşehir - Ataşehir Güzellik Merkezi","4.8",
"Zişa Güzellik Salonu, Zafer Mahallesi, Yenibosna Merkez, Yıldırım Beyazıt Cd. No:68, 34194 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x14caa525c686db77:0x5994cac35ab87cc2","/g/11pdqjrbnd","40.9988491","28.8345877","Zafer Mahallesi, Yıldırım Beyazıt Cd. No:68","+905343747252","0534 374 72 52","ChIJd9uGxiWlyhQRwny4WsPKlFk","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34194","23","İstanbul","Zafer Mahallesi, Yıldırım Beyazıt Cd. No:68","Zişa Güzellik Salonu","4.5",
"Beauty Art Güzellik, Deniz Apartmanı, Nişantaşı, Teşvikiye, Abdi İpekçi Cd. No:32 Kat:3 D:7, 34367 Şişli/İstanbul, Türkiye","Şişli","TR",,"0x14cab70c6bfe56d7:0xaf2bfb0182cf3336","/g/11dxnryvmx","41.048691","28.9924624","Deniz Apartmanı, Nişantaşı, Abdi İpekçi Cd. No:32 Kat:3 D:7","+905321583901","0532 158 39 01","ChIJ11b-awy3yhQRNjPPggH7K68","9pm","Saturday","9:30am","9pm","Friday","9:30am","9pm","Thursday","9:30am","9pm","Wednesday","9:30am","9pm","Tuesday","9:30am","9pm","Monday","9:30am",,"Sunday",,"9pm","Saturday","9:30am","34367","59","İstanbul","Deniz Apartmanı, Nişantaşı, Abdi İpekçi Cd. No:32 Kat:3 D:7","Beauty Art Güzellik","5",
"Medi Güzellik Salonu / Buz Lazer Epilasyon, Atakent, Mithatpaşa Cd. No:106, 34764 Ümraniye/İstanbul, Türkiye","Ümraniye","TR",,"0x14cac8e89c043a77:0xf698f7f36d207995","/g/11g6xnyz52","41.022377","29.1120421","Mithatpaşa Cd. No:106","+905464715705","0546 471 57 05","ChIJdzoEnOjIyhQRlXkgbfP3mPY","7pm","Saturday","10am","7:30pm","Friday","9:30am","7:30pm","Thursday","9:30am","7:30pm","Wednesday","9:30am",,"Tuesday",,"7:30pm","Monday","9:30am","3pm","Sunday","1","7pm","Saturday","10am","34764","63","İstanbul","Mithatpaşa Cd. No:106","Medi Güzellik Salonu / Buz Lazer Epilasyon","4.7",
"Shilibao Güzellik Salonu, sokak, Altıntepe, Tipi Çk. No 1, 34840 Maltepe, Türkiye","Maltepe","TR",,"0x14cac6f0011d9059:0xc6d3362704b22b48","/g/1tfkyjnf","40.950646","29.1042622","sokak, Tipi Çk. No 1","+905462406501","0546 240 65 01","ChIJWZAdAfDGyhQRSCuyBCc208Y","8pm","Saturday","10am","8pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34840","59","İstanbul","sokak, Tipi Çk. No 1","Shilibao Güzellik Salonu","5",
"Misis Beauty Salon Istanbul, Caddebostan, Bağdat Cad. No:258 D:8, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac77633d0bc2d:0xfd5793fcc7effcea","/g/1tg4hqjg","40.970155","29.061681","Bağdat Cad. No:258 D:8","+902163695489","(0216) 369 54 89","ChIJLbzQM3bHyhQR6vzvx_yTV_0","7pm","Saturday","9am","7pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34728","74","İstanbul","Bağdat Cad. No:258 D:8","Misis Beauty Salon Istanbul","4.6",
"Figen Göl Güzellik merkezi, Bostancı Taşlı Çeşme Sokak No:10 D:Kat 2 Daire 3, Bostancı, Taşlı Çeşme Sk. No:10 Kat 2 Daire 3, 34744 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac763b8fc0217:0x7d1436f948c9fff6","/g/11mvvljjvg","40.9559446","29.090808","Bostancı Taşlı Çeşme Sokak No:10 D:Kat 2 Daire 3, Taşlı Çeşme Sk. No:10 Kat 2 Daire 3","+905421157715","0542 115 77 15","ChIJFwL8uGPHyhQR9v_JSPk2FH0","7pm","Saturday","10am","7pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34744","58","İstanbul","Bostancı Taşlı Çeşme Sokak No:10 D:Kat 2 Daire 3, Taşlı Çeşme Sk. No:10 Kat 2 Daire 3","Figen Göl Güzellik merkezi","4.9",
"Güler Özgal güzellik merkezi, Bostancı Ziraat Bankasının olduğu apartman, Bağdat caddesi no:82 daire 27, Altıntepe, D:3. Kat, 34840 İstanbul, Türkiye","Maltepe","TR",,"0x14cac77d8b6ddd57:0x873ce611c02a5ed3","/g/11g_yzg41k","40.9501833","29.1039419","Bostancı Ziraat Bankasının olduğu apartman, Bağdat caddesi no:82 daire 27, D:3. Kat","+905416506641","0541 650 66 41","ChIJV91ti33HyhQR014qwBHmPIc","7pm","Saturday","9am","7pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34840",,"İstanbul","Bostancı Ziraat Bankasının olduğu apartman, Bağdat caddesi no:82 daire 27, D:3. Kat","Güler Özgal güzellik merkezi",,
"Elif&Ferdal Güzellik Salonu, Caferağa, Sivastopol Sk. No:24/A, 34710 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab99cf90d0abb:0x229ca5ecc0727e02","/g/11p70xfr_4","40.986665","29.023807","Sivastopol Sk. No:24/A","+902167001451","(0216) 700 14 51","ChIJuwoN-Zy5yhQRAn5ywOylnCI","7pm","Saturday","9am","7pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34710","45","İstanbul","Sivastopol Sk. No:24/A","Elif&Ferdal Güzellik Salonu","5",
"butterfly güzellik salonu, 19 Mayıs, İnönü Cd. 68/A, 34736 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7b4c0e4ba31:0x67dd985e64c09e80","/g/11c61j9_f8","40.978481","29.091329","İnönü Cd. 68/A","+902163563171","(0216) 356 31 71","ChIJMbrkwLTHyhQRgJ7AZF6Y3Wc","8pm","Saturday","7:30am","8pm","Saturday","7:30am",,,,,,,,,,,,,,,,,,,"34736","140","İstanbul","İnönü Cd. 68/A","butterfly güzellik salonu","4.3",
"Tırnak Butik Bağdat Caddesi Güzellik Merkezi, Caddebostan mahallesi Köşk sk. Tatari ap. No:1 Kat:3 D:6, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac76ada925065:0x9d2bfd9fdf4449d","/g/11f610024w","40.964259","29.0740176","Caddebostan mahallesi Köşk sk. Tatari ap. No:1 Kat:3 D:6","+905306039122","0530 603 91 22","ChIJZVCS2mrHyhQRnUT0_dm_0gk","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34728","489","İstanbul","Caddebostan mahallesi Köşk sk. Tatari ap. No:1 Kat:3 D:6","Tırnak Butik Bağdat Caddesi Güzellik Merkezi","4.7",
"Müge Utkan Güzellik Salonu, Sedir Apartmanı, Suadiye, Selvili Sk. 1 No:1/1 Kapı No:16, 34740 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x894227a44f574ea1:0xcd489a7963501d92","/g/11ms7vbr3c","40.9584705","29.0837403","Sedir Apartmanı, Selvili Sk. 1 No:1/1 Kapı No:16","+905336182442","0533 618 24 42","ChIJoU5XT6QnQokRkh1QY3maSM0","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am","34740","15","İstanbul","Sedir Apartmanı, Selvili Sk. 1 No:1/1 Kapı No:16","Müge Utkan Güzellik Salonu","5",
